# Compile of axi4_lite_Defs.sv was successful.
# Compile of axi4_lite_if.sv was successful.
# Compile of axi4_lite_master.sv was successful.
# Compile of axi4_lite_slave.sv was successful.
# Compile of Top.sv was successful.
# 5 compiles, 0 failed with no errors.
vsim -gui work.Top
# Address: 00000d98 | Write Data: 0000a06d | Read Data: 0000a06d | Data Match
# Address: 00000d99 | Write Data: 0000fa30 | Read Data: 0000fa30 | Data Match
# Address: 00000d9a | Write Data: 0000e017 | Read Data: 0000e017 | Data Match
# Address: 00000d9b | Write Data: 00001157 | Read Data: 00001157 | Data Match
# Address: 00000d9c | Write Data: 0000f66b | Read Data: 0000f66b | Data Match
# Address: 00000d9d | Write Data: 0000d57c | Read Data: 0000d57c | Data Match
# Address: 00000d9e | Write Data: 0000320d | Read Data: 0000320d | Data Match
# Address: 00000d9f | Write Data: 00009123 | Read Data: 00009123 | Data Match
# Address: 00000da0 | Write Data: 000051af | Read Data: 000051af | Data Match
# Address: 00000da1 | Write Data: 0000b04d | Read Data: 0000b04d | Data Match
# Address: 00000da2 | Write Data: 00000bd9 | Read Data: 00000bd9 | Data Match
# Address: 00000da3 | Write Data: 0000dd1c | Read Data: 0000dd1c | Data Match
# Address: 00000da4 | Write Data: 0000467a | Read Data: 0000467a | Data Match
# Address: 00000da5 | Write Data: 00000a4d | Read Data: 00000a4d | Data Match
# Address: 00000da6 | Write Data: 00000b09 | Read Data: 00000b09 | Data Match
# Address: 00000da7 | Write Data: 00009d21 | Read Data: 00009d21 | Data Match
# Address: 00000da8 | Write Data: 0000aac0 | Read Data: 0000aac0 | Data Match
# Address: 00000da9 | Write Data: 00001c53 | Read Data: 00001c53 | Data Match
# Address: 00000daa | Write Data: 00005bb4 | Read Data: 00005bb4 | Data Match
# Address: 00000dab | Write Data: 0000d323 | Read Data: 0000d323 | Data Match
# Address: 00000dac | Write Data: 00007f56 | Read Data: 00007f56 | Data Match
# Address: 00000dad | Write Data: 00006fd3 | Read Data: 00006fd3 | Data Match
# Address: 00000dae | Write Data: 00002dc2 | Read Data: 00002dc2 | Data Match
# Address: 00000daf | Write Data: 000042af | Read Data: 000042af | Data Match
# Address: 00000db0 | Write Data: 0000bced | Read Data: 0000bced | Data Match
# Address: 00000db1 | Write Data: 00007d8d | Read Data: 00007d8d | Data Match
# Address: 00000db2 | Write Data: 0000b7e7 | Read Data: 0000b7e7 | Data Match
# Address: 00000db3 | Write Data: 000017ec | Read Data: 000017ec | Data Match
# Address: 00000db4 | Write Data: 000077bd | Read Data: 000077bd | Data Match
# Address: 00000db5 | Write Data: 00000c77 | Read Data: 00000c77 | Data Match
# Address: 00000db6 | Write Data: 0000b2b4 | Read Data: 0000b2b4 | Data Match
# Address: 00000db7 | Write Data: 0000511d | Read Data: 0000511d | Data Match
# Address: 00000db8 | Write Data: 00006ee7 | Read Data: 00006ee7 | Data Match
# Address: 00000db9 | Write Data: 00003a2e | Read Data: 00003a2e | Data Match
# Address: 00000dba | Write Data: 0000e53c | Read Data: 0000e53c | Data Match
# Address: 00000dbb | Write Data: 00009aef | Read Data: 00009aef | Data Match
# Address: 00000dbc | Write Data: 0000f62b | Read Data: 0000f62b | Data Match
# Address: 00000dbd | Write Data: 00009008 | Read Data: 00009008 | Data Match
# Address: 00000dbe | Write Data: 00001764 | Read Data: 00001764 | Data Match
# Address: 00000dbf | Write Data: 0000c102 | Read Data: 0000c102 | Data Match
# Address: 00000dc0 | Write Data: 0000a5c6 | Read Data: 0000a5c6 | Data Match
# Address: 00000dc1 | Write Data: 000019ae | Read Data: 000019ae | Data Match
# Address: 00000dc2 | Write Data: 0000ac1e | Read Data: 0000ac1e | Data Match
# Address: 00000dc3 | Write Data: 00006fc2 | Read Data: 00006fc2 | Data Match
# Address: 00000dc4 | Write Data: 0000c49f | Read Data: 0000c49f | Data Match
# Address: 00000dc5 | Write Data: 00008e13 | Read Data: 00008e13 | Data Match
# Address: 00000dc6 | Write Data: 00001aaf | Read Data: 00001aaf | Data Match
# Address: 00000dc7 | Write Data: 0000daf0 | Read Data: 0000daf0 | Data Match
# Address: 00000dc8 | Write Data: 0000e174 | Read Data: 0000e174 | Data Match
# Address: 00000dc9 | Write Data: 00004560 | Read Data: 00004560 | Data Match
# Address: 00000dca | Write Data: 000096b6 | Read Data: 000096b6 | Data Match
# Address: 00000dcb | Write Data: 00001c0b | Read Data: 00001c0b | Data Match
# Address: 00000dcc | Write Data: 00000c31 | Read Data: 00000c31 | Data Match
# Address: 00000dcd | Write Data: 0000095f | Read Data: 0000095f | Data Match
# Address: 00000dce | Write Data: 00008645 | Read Data: 00008645 | Data Match
# Address: 00000dcf | Write Data: 00006eb7 | Read Data: 00006eb7 | Data Match
# Address: 00000dd0 | Write Data: 0000a6af | Read Data: 0000a6af | Data Match
# Address: 00000dd1 | Write Data: 0000817f | Read Data: 0000817f | Data Match
# Address: 00000dd2 | Write Data: 0000c2e4 | Read Data: 0000c2e4 | Data Match
# Address: 00000dd3 | Write Data: 0000ccb0 | Read Data: 0000ccb0 | Data Match
# Address: 00000dd4 | Write Data: 00006ada | Read Data: 00006ada | Data Match
# Address: 00000dd5 | Write Data: 000005ce | Read Data: 000005ce | Data Match
# Address: 00000dd6 | Write Data: 00002d2e | Read Data: 00002d2e | Data Match
# Address: 00000dd7 | Write Data: 000058f8 | Read Data: 000058f8 | Data Match
# Address: 00000dd8 | Write Data: 00007276 | Read Data: 00007276 | Data Match
# Address: 00000dd9 | Write Data: 00001d3a | Read Data: 00001d3a | Data Match
# Address: 00000dda | Write Data: 0000a256 | Read Data: 0000a256 | Data Match
# Address: 00000ddb | Write Data: 0000228e | Read Data: 0000228e | Data Match
# Address: 00000ddc | Write Data: 00008809 | Read Data: 00008809 | Data Match
# Address: 00000ddd | Write Data: 0000d253 | Read Data: 0000d253 | Data Match
# Address: 00000dde | Write Data: 000029d7 | Read Data: 000029d7 | Data Match
# Address: 00000ddf | Write Data: 000033a1 | Read Data: 000033a1 | Data Match
# Address: 00000de0 | Write Data: 0000f600 | Read Data: 0000f600 | Data Match
# Address: 00000de1 | Write Data: 00008e19 | Read Data: 00008e19 | Data Match
# Address: 00000de2 | Write Data: 00002a87 | Read Data: 00002a87 | Data Match
# Address: 00000de3 | Write Data: 000090e9 | Read Data: 000090e9 | Data Match
# Address: 00000de4 | Write Data: 00003de9 | Read Data: 00003de9 | Data Match
# Address: 00000de5 | Write Data: 00000ff1 | Read Data: 00000ff1 | Data Match
# Address: 00000de6 | Write Data: 0000d9dc | Read Data: 0000d9dc | Data Match
# Address: 00000de7 | Write Data: 0000252b | Read Data: 0000252b | Data Match
# Address: 00000de8 | Write Data: 0000391e | Read Data: 0000391e | Data Match
# Address: 00000de9 | Write Data: 00001cbc | Read Data: 00001cbc | Data Match
# Address: 00000dea | Write Data: 000018df | Read Data: 000018df | Data Match
# Address: 00000deb | Write Data: 00009508 | Read Data: 00009508 | Data Match
# Address: 00000dec | Write Data: 0000cdd5 | Read Data: 0000cdd5 | Data Match
# Address: 00000ded | Write Data: 00007b1d | Read Data: 00007b1d | Data Match
# Address: 00000dee | Write Data: 000009e6 | Read Data: 000009e6 | Data Match
# Address: 00000def | Write Data: 00005817 | Read Data: 00005817 | Data Match
# Address: 00000df0 | Write Data: 000079cb | Read Data: 000079cb | Data Match
# Address: 00000df1 | Write Data: 0000a570 | Read Data: 0000a570 | Data Match
# Address: 00000df2 | Write Data: 000056b3 | Read Data: 000056b3 | Data Match
# Address: 00000df3 | Write Data: 0000eb58 | Read Data: 0000eb58 | Data Match
# Address: 00000df4 | Write Data: 000027ca | Read Data: 000027ca | Data Match
# Address: 00000df5 | Write Data: 0000208b | Read Data: 0000208b | Data Match
# Address: 00000df6 | Write Data: 00006521 | Read Data: 00006521 | Data Match
# Address: 00000df7 | Write Data: 0000ff50 | Read Data: 0000ff50 | Data Match
# Address: 00000df8 | Write Data: 00005918 | Read Data: 00005918 | Data Match
# Address: 00000df9 | Write Data: 0000fc0c | Read Data: 0000fc0c | Data Match
# Address: 00000dfa | Write Data: 00009e11 | Read Data: 00009e11 | Data Match
# Address: 00000dfb | Write Data: 00003c58 | Read Data: 00003c58 | Data Match
# Address: 00000dfc | Write Data: 0000cf30 | Read Data: 0000cf30 | Data Match
# Address: 00000dfd | Write Data: 0000e285 | Read Data: 0000e285 | Data Match
# Address: 00000dfe | Write Data: 00007743 | Read Data: 00007743 | Data Match
# Address: 00000dff | Write Data: 00002102 | Read Data: 00002102 | Data Match
# Address: 00000e00 | Write Data: 00001495 | Read Data: 00001495 | Data Match
# Address: 00000e01 | Write Data: 00009ec6 | Read Data: 00009ec6 | Data Match
# Address: 00000e02 | Write Data: 0000c698 | Read Data: 0000c698 | Data Match
# Address: 00000e03 | Write Data: 00000f04 | Read Data: 00000f04 | Data Match
# Address: 00000e04 | Write Data: 000061e4 | Read Data: 000061e4 | Data Match
# Address: 00000e05 | Write Data: 0000e614 | Read Data: 0000e614 | Data Match
# Address: 00000e06 | Write Data: 0000531a | Read Data: 0000531a | Data Match
# Address: 00000e07 | Write Data: 0000efb0 | Read Data: 0000efb0 | Data Match
# Address: 00000e08 | Write Data: 0000acff | Read Data: 0000acff | Data Match
# Address: 00000e09 | Write Data: 0000f954 | Read Data: 0000f954 | Data Match
# Address: 00000e0a | Write Data: 000071db | Read Data: 000071db | Data Match
# Address: 00000e0b | Write Data: 0000c2a0 | Read Data: 0000c2a0 | Data Match
# Address: 00000e0c | Write Data: 00001231 | Read Data: 00001231 | Data Match
# Address: 00000e0d | Write Data: 000059e6 | Read Data: 000059e6 | Data Match
# Address: 00000e0e | Write Data: 000038fb | Read Data: 000038fb | Data Match
# Address: 00000e0f | Write Data: 00009ad5 | Read Data: 00009ad5 | Data Match
# Address: 00000e10 | Write Data: 000039cf | Read Data: 000039cf | Data Match
# Address: 00000e11 | Write Data: 00000412 | Read Data: 00000412 | Data Match
# Address: 00000e12 | Write Data: 0000f8bb | Read Data: 0000f8bb | Data Match
# Address: 00000e13 | Write Data: 00006d30 | Read Data: 00006d30 | Data Match
# Address: 00000e14 | Write Data: 0000a679 | Read Data: 0000a679 | Data Match
# Address: 00000e15 | Write Data: 00006b6e | Read Data: 00006b6e | Data Match
# Address: 00000e16 | Write Data: 00003c9b | Read Data: 00003c9b | Data Match
# Address: 00000e17 | Write Data: 00002be9 | Read Data: 00002be9 | Data Match
# Address: 00000e18 | Write Data: 00003bef | Read Data: 00003bef | Data Match
# Address: 00000e19 | Write Data: 0000dd4f | Read Data: 0000dd4f | Data Match
# Address: 00000e1a | Write Data: 00007703 | Read Data: 00007703 | Data Match
# Address: 00000e1b | Write Data: 00009b52 | Read Data: 00009b52 | Data Match
# Address: 00000e1c | Write Data: 0000dc52 | Read Data: 0000dc52 | Data Match
# Address: 00000e1d | Write Data: 00004a89 | Read Data: 00004a89 | Data Match
# Address: 00000e1e | Write Data: 0000795c | Read Data: 0000795c | Data Match
# Address: 00000e1f | Write Data: 00003331 | Read Data: 00003331 | Data Match
# Address: 00000e20 | Write Data: 0000c3ad | Read Data: 0000c3ad | Data Match
# Address: 00000e21 | Write Data: 0000f157 | Read Data: 0000f157 | Data Match
# Address: 00000e22 | Write Data: 0000b905 | Read Data: 0000b905 | Data Match
# Address: 00000e23 | Write Data: 0000366b | Read Data: 0000366b | Data Match
# Address: 00000e24 | Write Data: 0000afba | Read Data: 0000afba | Data Match
# Address: 00000e25 | Write Data: 00005c6e | Read Data: 00005c6e | Data Match
# Address: 00000e26 | Write Data: 00006cd6 | Read Data: 00006cd6 | Data Match
# Address: 00000e27 | Write Data: 00003b8e | Read Data: 00003b8e | Data Match
# Address: 00000e28 | Write Data: 00009bae | Read Data: 00009bae | Data Match
# Address: 00000e29 | Write Data: 0000b5ec | Read Data: 0000b5ec | Data Match
# Address: 00000e2a | Write Data: 00000427 | Read Data: 00000427 | Data Match
# Address: 00000e2b | Write Data: 00001183 | Read Data: 00001183 | Data Match
# Address: 00000e2c | Write Data: 00000d1d | Read Data: 00000d1d | Data Match
# Address: 00000e2d | Write Data: 0000c460 | Read Data: 0000c460 | Data Match
# Address: 00000e2e | Write Data: 000040f2 | Read Data: 000040f2 | Data Match
# Address: 00000e2f | Write Data: 00001974 | Read Data: 00001974 | Data Match
# Address: 00000e30 | Write Data: 0000d4e3 | Read Data: 0000d4e3 | Data Match
# Address: 00000e31 | Write Data: 000045f0 | Read Data: 000045f0 | Data Match
# Address: 00000e32 | Write Data: 0000bcda | Read Data: 0000bcda | Data Match
# Address: 00000e33 | Write Data: 00005ef4 | Read Data: 00005ef4 | Data Match
# Address: 00000e34 | Write Data: 0000dd75 | Read Data: 0000dd75 | Data Match
# Address: 00000e35 | Write Data: 0000bd73 | Read Data: 0000bd73 | Data Match
# Address: 00000e36 | Write Data: 00009c7a | Read Data: 00009c7a | Data Match
# Address: 00000e37 | Write Data: 00006510 | Read Data: 00006510 | Data Match
# Address: 00000e38 | Write Data: 00003a65 | Read Data: 00003a65 | Data Match
# Address: 00000e39 | Write Data: 00007256 | Read Data: 00007256 | Data Match
# Address: 00000e3a | Write Data: 0000f85c | Read Data: 0000f85c | Data Match
# Address: 00000e3b | Write Data: 0000cae6 | Read Data: 0000cae6 | Data Match
# Address: 00000e3c | Write Data: 0000a852 | Read Data: 0000a852 | Data Match
# Address: 00000e3d | Write Data: 000088fd | Read Data: 000088fd | Data Match
# Address: 00000e3e | Write Data: 0000de04 | Read Data: 0000de04 | Data Match
# Address: 00000e3f | Write Data: 00002305 | Read Data: 00002305 | Data Match
# Address: 00000e40 | Write Data: 0000f74b | Read Data: 0000f74b | Data Match
# Address: 00000e41 | Write Data: 00007a11 | Read Data: 00007a11 | Data Match
# Address: 00000e42 | Write Data: 000081d3 | Read Data: 000081d3 | Data Match
# Address: 00000e43 | Write Data: 0000b75b | Read Data: 0000b75b | Data Match
# Address: 00000e44 | Write Data: 0000e40f | Read Data: 0000e40f | Data Match
# Address: 00000e45 | Write Data: 0000ba1c | Read Data: 0000ba1c | Data Match
# Address: 00000e46 | Write Data: 00000241 | Read Data: 00000241 | Data Match
# Address: 00000e47 | Write Data: 0000b565 | Read Data: 0000b565 | Data Match
# Address: 00000e48 | Write Data: 00003fd9 | Read Data: 00003fd9 | Data Match
# Address: 00000e49 | Write Data: 00004963 | Read Data: 00004963 | Data Match
# Address: 00000e4a | Write Data: 0000e2fe | Read Data: 0000e2fe | Data Match
# Address: 00000e4b | Write Data: 00009d9b | Read Data: 00009d9b | Data Match
# Address: 00000e4c | Write Data: 00005c4e | Read Data: 00005c4e | Data Match
# Address: 00000e4d | Write Data: 0000d25a | Read Data: 0000d25a | Data Match
# Address: 00000e4e | Write Data: 00008324 | Read Data: 00008324 | Data Match
# Address: 00000e4f | Write Data: 0000494a | Read Data: 0000494a | Data Match
# Address: 00000e50 | Write Data: 00002a3e | Read Data: 00002a3e | Data Match
# Address: 00000e51 | Write Data: 0000385b | Read Data: 0000385b | Data Match
# Address: 00000e52 | Write Data: 0000bd87 | Read Data: 0000bd87 | Data Match
# Address: 00000e53 | Write Data: 00000b24 | Read Data: 00000b24 | Data Match
# Address: 00000e54 | Write Data: 0000a764 | Read Data: 0000a764 | Data Match
# Address: 00000e55 | Write Data: 00006fd0 | Read Data: 00006fd0 | Data Match
# Address: 00000e56 | Write Data: 0000cf21 | Read Data: 0000cf21 | Data Match
# Address: 00000e57 | Write Data: 000084b6 | Read Data: 000084b6 | Data Match
# Address: 00000e58 | Write Data: 00009869 | Read Data: 00009869 | Data Match
# Address: 00000e59 | Write Data: 00006d70 | Read Data: 00006d70 | Data Match
# Address: 00000e5a | Write Data: 00004ad7 | Read Data: 00004ad7 | Data Match
# Address: 00000e5b | Write Data: 00004e2f | Read Data: 00004e2f | Data Match
# Address: 00000e5c | Write Data: 000074f1 | Read Data: 000074f1 | Data Match
# Address: 00000e5d | Write Data: 0000118d | Read Data: 0000118d | Data Match
# Address: 00000e5e | Write Data: 0000d5b7 | Read Data: 0000d5b7 | Data Match
# Address: 00000e5f | Write Data: 0000be44 | Read Data: 0000be44 | Data Match
# Address: 00000e60 | Write Data: 00004ea2 | Read Data: 00004ea2 | Data Match
# Address: 00000e61 | Write Data: 0000189e | Read Data: 0000189e | Data Match
# Address: 00000e62 | Write Data: 0000ad75 | Read Data: 0000ad75 | Data Match
# Address: 00000e63 | Write Data: 00003d50 | Read Data: 00003d50 | Data Match
# Address: 00000e64 | Write Data: 0000289f | Read Data: 0000289f | Data Match
# Address: 00000e65 | Write Data: 0000d566 | Read Data: 0000d566 | Data Match
# Address: 00000e66 | Write Data: 00000b89 | Read Data: 00000b89 | Data Match
# Address: 00000e67 | Write Data: 00002342 | Read Data: 00002342 | Data Match
# Address: 00000e68 | Write Data: 00003d99 | Read Data: 00003d99 | Data Match
# Address: 00000e69 | Write Data: 0000e650 | Read Data: 0000e650 | Data Match
# Address: 00000e6a | Write Data: 000092f4 | Read Data: 000092f4 | Data Match
# Address: 00000e6b | Write Data: 0000e059 | Read Data: 0000e059 | Data Match
# Address: 00000e6c | Write Data: 0000b53e | Read Data: 0000b53e | Data Match
# Address: 00000e6d | Write Data: 00008ecd | Read Data: 00008ecd | Data Match
# Address: 00000e6e | Write Data: 0000644e | Read Data: 0000644e | Data Match
# Address: 00000e6f | Write Data: 0000a574 | Read Data: 0000a574 | Data Match
# Address: 00000e70 | Write Data: 000049a6 | Read Data: 000049a6 | Data Match
# Address: 00000e71 | Write Data: 0000787c | Read Data: 0000787c | Data Match
# Address: 00000e72 | Write Data: 00009a7d | Read Data: 00009a7d | Data Match
# Address: 00000e73 | Write Data: 00009f0a | Read Data: 00009f0a | Data Match
# Address: 00000e74 | Write Data: 00009539 | Read Data: 00009539 | Data Match
# Address: 00000e75 | Write Data: 0000013d | Read Data: 0000013d | Data Match
# Address: 00000e76 | Write Data: 00009809 | Read Data: 00009809 | Data Match
# Address: 00000e77 | Write Data: 00002b66 | Read Data: 00002b66 | Data Match
