# Compile of axi4_lite_Defs.sv was successful.
# Compile of axi4_lite_if.sv was successful.
# Compile of axi4_lite_master.sv was successful.
# Compile of axi4_lite_slave.sv was successful.
# Compile of Top.sv was successful.
# 5 compiles, 0 failed with no errors.
vsim -gui work.Top
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 6995 ns Started: 6985 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7005 ns Started: 6995 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7015 ns Started: 7005 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7025 ns Started: 7015 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7035 ns Started: 7025 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7045 ns Started: 7035 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7055 ns Started: 7045 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7065 ns Started: 7055 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7075 ns Started: 7065 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7085 ns Started: 7075 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7095 ns Started: 7085 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7105 ns Started: 7095 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7115 ns Started: 7105 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7125 ns Started: 7115 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7135 ns Started: 7125 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7145 ns Started: 7135 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7155 ns Started: 7145 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7165 ns Started: 7155 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# 
# 
# reset in middle of write
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7175 ns Started: 7165 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 7185 ns Started: 7185 ns  Scope: Top.SR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 422
# ** Info: MR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 7185 ns Started: 7185 ns  Scope: Top.MR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 333
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7185 ns Started: 7175 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7195 ns Started: 7185 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 7205 ns Started: 7205 ns  Scope: Top.SR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 422
# ** Info: MR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 7205 ns Started: 7205 ns  Scope: Top.MR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 333
# ** Info: SR_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 7235 ns Started: 7225 ns  Scope: Top.SR_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 439
# ** Info: SR_state_transition_DATA_a: ASSERTION PASS => when in DATA state and RREADY is high then next state is RESP in the next clock cycle
#    Time: 7245 ns Started: 7235 ns  Scope: Top.SR_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 447
# Write Address 00000002, Write Data 00006ccc, mem xxxxxxxx
# ** Info: MR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 7255 ns Started: 7245 ns  Scope: Top.MR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 372
# ** Info: SR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 7255 ns Started: 7245 ns  Scope: Top.SR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 455
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7265 ns Started: 7255 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7275 ns Started: 7265 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7285 ns Started: 7275 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7295 ns Started: 7285 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7305 ns Started: 7295 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7315 ns Started: 7305 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7325 ns Started: 7315 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7335 ns Started: 7325 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7345 ns Started: 7335 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7355 ns Started: 7345 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# 
# 
# reset in middle of read
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7365 ns Started: 7355 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7375 ns Started: 7365 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 7385 ns Started: 7385 ns  Scope: Top.SR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 422
# ** Info: MR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 7385 ns Started: 7385 ns  Scope: Top.MR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 333
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7385 ns Started: 7375 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 7395 ns Started: 7385 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 7415 ns Started: 7405 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 7425 ns Started: 7415 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 7435 ns Started: 7425 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 7435 ns Started: 7425 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# Read Address 000000ab, mem 000000ab, RDATA xxxxxxxx
# 
# 
# Check for out of limit input write address
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 8025 ns Started: 8015 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 8035 ns Started: 8025 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# Input Write Address: 0aaaaaaa | Input Write Data: 068f48f4 | Write Address(AWADDR): 0aaaaaaa | Write data(WDATA): 068f48f4 | Data in memory array(mem): xxxxxxxx
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 8045 ns Started: 8035 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 8045 ns Started: 8035 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# 
# 
# Check for out of limit input read address
# ** Info: SR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 8165 ns Started: 8165 ns  Scope: Top.SR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 422
# ** Info: MR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 8165 ns Started: 8165 ns  Scope: Top.MR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 333
# ** Info: SR_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 8195 ns Started: 8185 ns  Scope: Top.SR_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 439
# ** Info: SR_state_transition_DATA_a: ASSERTION PASS => when in DATA state and RREADY is high then next state is RESP in the next clock cycle
#    Time: 8205 ns Started: 8195 ns  Scope: Top.SR_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 447
# Input Read Address: 0aaaaaaa | Read Address(AWADDR): 0aaaaaaa | Read data(RDATA): xxxxxxxx | Data in memory array(mem): xxxxxxxx
# ** Info: MR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 8215 ns Started: 8205 ns  Scope: Top.MR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 372
# ** Info: SR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 8215 ns Started: 8205 ns  Scope: Top.SR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 455
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8225 ns Started: 8215 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8235 ns Started: 8225 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8245 ns Started: 8235 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8255 ns Started: 8245 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8265 ns Started: 8255 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8275 ns Started: 8265 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8285 ns Started: 8275 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 8295 ns Started: 8285 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
